movie_id,movie_name,director,writer,stars,description,poster,year_genre,total_weighted,num_ratings
46342,Evilenko,David Grieco,"David Grieco, David Grieco","Malcolm McDowell, Marton Csokas, Ronald Pickup","For years, Andrei Evilenko eluded the obsessive Detective Lesiev and the psychiatric profiler Aron Richter. Spurred on by his rabid fury at the gradual crumbling of his precious Soviet Union, Evilenko is a man who will live, die and kill as a communist.",movie_posters/46342.jpg,2004 | Crime/Drama/Thriller | 1h 51m,564.7,100
810585,Obsession,Lee Gun-Wook,"Lee Gun-Wook, Lee Hyun-ji","Yang Jae-hyun, Yujin Yoo, Lee Kang-han",,movie_posters/810585.jpg,2020 | Drama | 1h 17m,500,100
11918,Superhero Movie,Craig Mazin,Craig Mazin,"Drake Bell, Sara Paxton, Christopher McDonald","Rick Riker is a nerdy teen imbued with superpowers by a radioactive dragonfly. And because every hero needs a nemesis, enter Lou Landers, aka the villainously goofy Hourglass.",movie_posters/11918.jpg,2008 | Comedy/Action/Science Fiction | 1h 22m,527.3,100
333381,Return to Sender,Fouad Mikati,"Joe Gossett, Patricia Beauchamp","Rosamund Pike, Shiloh Fernandez, Rumer Willis",A nurse living in a small town goes on a blind date with a man who is not the person he says he is.,movie_posters/333381.jpg,2015 | Drama/Thriller | 1h 35m,610,100
2832,Identity,James Mangold,"Michael Cooney, Agatha Christie","John Cusack, Ray Liotta, Amanda Peet","Complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. As their numbers thin out, the travelers begin to turn on each other, as each tries to figure out who the killer is.",movie_posters/2832.jpg,2003 | Mystery/Thriller | 1h 30m,717.7,100
798286,Beau Is Afraid,Ari Aster,Ari Aster,"Joaquin Phoenix, Patti LuPone, Amy Ryan","Following the sudden death of his mother, a mild-mannered but anxiety-ridden man confronts his darkest fears as he embarks on an epic, Kafkaesque odyssey back home.",movie_posters/798286.jpg,2023 | Comedy/Adventure/Fantasy | 2h 59m,673.7,100
9477,King Arthur,Antoine Fuqua,David Franzoni,"Clive Owen, Ioan Gruffudd, Keira Knightley","The story of the Arthurian legend, based on the 'Sarmatian hypothesis' which contends that the legend has a historical nucleus in the Sarmatian heavy cavalry troops stationed in Britain, and that the Roman-British military commander, Lucius Artorius Castus is the historical person behind the legend.",movie_posters/9477.jpg,2004 | Adventure/War/History/Action/Drama | 2h 6m,630,100
399402,Hunter Killer,Donovan Marsh,"George Wallace, Don Keith, Jamie Moss, Arne Schmidt","Gerard Butler, Gary Oldman, Toby Stephens","Captain Glass of the USS Arkansas discovers that a coup d'état is taking place in Russia, so he and his crew join an elite group working on the ground to prevent a war.",movie_posters/399402.jpg,2018 | Action/Adventure/Thriller | 2h 1m,690,100
1182047,The Apprentice,Ali Abbasi,Gabriel Sherman,"Sebastian Stan, Jeremy Strong, Maria Bakalova","A young Donald Trump, eager to make his name as a hungry scion of a wealthy family in 1970s New York, comes under the spell of Roy Cohn, the cutthroat attorney who would help create the Donald Trump we know today. Cohn sees in Trump the perfect protégé—someone with raw ambition, a hunger for success, and a willingness to do whatever it takes to win.",movie_posters/1182047.jpg,2024 | History/Drama | 2h 2m,688.1,100
51608,The Man from Nowhere,Lee Jeong-beom,Lee Jeong-beom,"Won Bin, Kim Sae-ron, Kim Tae-hun",An ex-special agent is involved in a convoluted drug ring drama. He has to save a drug smuggler's innocent daughter from being the victim of her parents' fight.,movie_posters/51608.jpg,2010 | Action/Thriller/Crime | 1h 59m,769.7,100
19959,Surrogates,Jonathan Mostow,"Michael Ferris, John Brancato","Bruce Willis, Radha Mitchell, Rosamund Pike","Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",movie_posters/19959.jpg,2009 | Science Fiction/Action/Thriller | 1h 29m,613.3,100
37710,The Tourist,Florian Henckel von Donnersmarck,"Florian Henckel von Donnersmarck, Julian Fellowes, Jérôme Salle, Christopher McQuarrie","Johnny Depp, Angelina Jolie, Paul Bettany","American tourist Frank meets mysterious British woman Elise on the train to Venice. Romance seems to bud, but there's more to her than meets the eye.",movie_posters/37710.jpg,2010 | Action/Thriller/Romance | 1h 43m,618.4,100
10495,The Karate Kid Part III,John G. Avildsen,"Robert Mark Kamen, Robert Mark Kamen","Ralph Macchio, Pat Morita, Robyn Lively","Despondent over the closing of his karate school, Cobra Kai teacher John Kreese joins a ruthless businessman and martial artist to get revenge on Daniel and Mr. Miyagi.",movie_posters/10495.jpg,1989 | Action/Family/Drama/Adventure | 1h 52m,590,100
44115,127 Hours,Danny Boyle,"Simon Beaufoy, Danny Boyle, Aron Ralston","James Franco, Kate Mara, Amber Tamblyn",The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,movie_posters/44115.jpg,2010 | Adventure/Drama/Thriller | 1h 34m,708.1,100
13971,Wild Child,Nick Moore,Lucy Dahl,"Emma Roberts, Alex Pettyfer, Natasha Richardson","Sixteen-year-old Poppy has everything her unlimited credit cards can buy, and a spoiled attitude to match. After a final thoughtless prank, her exasperated father ships her off to boarding school in England. There, Poppy meets her match in a stern headmistress and a class full of girls who will not tolerate her selfishness.",movie_posters/13971.jpg,2008 | Comedy/Drama/Romance | 1h 38m,671,100
11216,Cinema Paradiso,Giuseppe Tornatore,"Giuseppe Tornatore, Vanna Paoli, Giuseppe Tornatore","Philippe Noiret, Jacques Perrin, Marco Leonardi","A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",movie_posters/11216.jpg,1988 | Drama/Romance | 2h 4m,843.7,100
6522,Life,Ted Demme,"Matthew Stone, Robert Ramsey","Eddie Murphy, Martin Lawrence, Obba Babatundé",Two men in 1930s Mississippi become friends after being sentenced to life in prison together for a crime they did not commit.,movie_posters/6522.jpg,1999 | Comedy/Crime | 1h 48m,665.2,100
484468,The Wolf's Call,Antonin Baudry,Antonin Baudry,"François Civil, Omar Sy, Mathieu Kassovitz","Shown from the perspective of a young submariner with unusually sensitive hearing and uncannily precise sound recognition. The fate of many often depends on his ability, and one time, whilst highly stressed, he makes a incorrect call which put his entire crew in mortal danger.  Trying to regain the confidence of his comrades, he conducts an unauthorised investigation of an apparent plot which, it turns out, risks escalating into a nuclear apocalypse. Suddenly working under pressure with the fleet admiral, they must do whatever is necessary, even the unthinkable, to prevent a nuclear war, since a confirmed nuclear strike order cannot be countermanded.",movie_posters/484468.jpg,2019 | Thriller/Action/Adventure | 1h 56m,755.1,100
836454,Cruella 2,Craig Gillespie,Tony McNamara,"Emma Stone, Kirby Howell-Baptiste, Emma Thompson",Sequel to 2021's Cruella.,movie_posters/836454.jpg, | Crime/Comedy | 0m,800,100
9348,Species,Roger Donaldson,"Ricardo F. Delgado, Dennis Feldman","Natasha Henstridge, Ben Kingsley, Michael Madsen","In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",movie_posters/9348.jpg,1995 | Science Fiction/Horror/Action | 1h 48m,600,100
470229,Summer of 84,Anouk Whissell,"Matt Leslie, Stephen J. Smith","Graham Verchere, Judah Lewis, Caleb Emery","After suspecting that their police officer neighbor is a serial killer, a group of teenage friends spend their summer spying on him and gathering evidence, but as they get closer to discovering the truth, things get dangerous.",movie_posters/470229.jpg,2018 | Drama/Horror/Mystery | 1h 45m,690.5,100
10110,Empire of the Sun,Steven Spielberg,"J.G. Ballard, Menno Meyjes, Tom Stoppard","Christian Bale, John Malkovich, Miranda Richardson","Jamie Graham, a privileged English boy, is living in Shanghai when the Japanese invade and force all foreigners into prison camps. Jamie is captured with an American sailor, who looks out for him while they are in the camp together. Even though he is separated from his parents and in a hostile environment, Jamie maintains his dignity and youthful spirit, providing a beacon of hope for the others held captive with him.",movie_posters/10110.jpg,1987 | Drama/History/War | 2h 33m,750.6,100
309,The Celebration,Thomas Vinterberg,"Thomas Vinterberg, Mogens Rukov, Thomas Vinterberg","Ulrich Thomsen, Henning Moritzen, Thomas Bo Larsen","The family of a wealthy businessman gather to celebrate his 60th birthday. During the course of the party, his eldest son presents a speech that reveals a shocking secret.",movie_posters/309.jpg,1998 | Drama | 1h 45m,772.6,100
618219,Mosul,Matthew Michael Carnahan,Matthew Michael Carnahan,"Suhail Dabbach, Adam Bessa, Is'haq Elias","When ISIS took their homes, families and city, one group of men fought to take it all back. Based on true events, this is the story of the Nineveh SWAT team, a renegade police unit who waged a guerrilla operation against ISIS in a desperate struggle to save their home city of Mosul.",movie_posters/618219.jpg,2019 | War/Drama/Action | 1h 42m,670,100
1223584,Aşk Filmi,Deniz Denizciler,Deniz Denizciler,"Cemre Baysel, İlhan Şen, Erkan Petekkaya","Yaz is a popular top model and known for her fondness for nightlife. After meeting Uzay, the director of the film she auditioned for, the duo experience a love pain that they will never forget.",movie_posters/1223584.jpg,2024 | Drama/Romance | 2h 5m,800,100
678287,Marmaduke,Mark A.Z. Dippé,"Byron Kavanagh, Brad Anderson","Pete Davidson, J.K. Simmons, David Koechner","Great Dane Marmaduke epitomizes the overgrown lapdog, with an irascible streak and a penchant for mischief that is tempered with a deep sense of love and responsibility for his human family, the Winslows. The new animation is set in the world of elite dog shows, rife divas, rivalries and slapstick comedy.",movie_posters/678287.jpg,2022 | Animation/Family/Comedy/Adventure | 1h 27m,490,100
67913,The Guard,John Michael McDonagh,John Michael McDonagh,"Brendan Gleeson, Don Cheadle, Liam Cunningham","When a small-town Irish cop with a crass personality is partnered with a straight-laced FBI agent to bust an international drug-trafficking ring, they must settle their differences in order to take down a dangerous gang.",movie_posters/67913.jpg,2011 | Action/Comedy/Thriller/Crime | 1h 36m,698.7,100
1425201,Rosebud Baker: The Mother Lode,Rosebud Baker,Rosebud Baker,Rosebud Baker,Rosebud Baker delivers a raw and hilarious look at motherhood in all its chaotic beauty — filmed both before and after giving birth.,movie_posters/1425201.jpg,2025 | Comedy | 0m,660,100
19288,Leprechaun: Back 2 tha Hood,Steven Ayromlooi,"Mark Jones, Steven Ayromlooi","Warwick Davis, Tangi Miller, Laz Alonso","When Emily Woodrow and her friends happen on a treasure chest full of gold coins, they fail to to heed the warnings of a wise old psychic who had foretold that they would encounter trouble with a very nasty and protective Leprechaun.",movie_posters/19288.jpg,2003 | Horror/Comedy | 1h 30m,480,100
1389,Out of Sight,Steven Soderbergh,"Elmore Leonard, Scott Frank","George Clooney, Jennifer Lopez, Ving Rhames","Meet Jack Foley, a smooth criminal who bends the law and is determined to make one last heist. Karen Sisco is a federal marshal who chooses all the right moves … and all the wrong guys. Now they're willing to risk it all to find out if there's more between them than just the law.",movie_posters/1389.jpg,1998 | Romance/Comedy/Crime | 2h 3m,667.3,100
1283120,In Youth We Trust,Puttipong Nakthong,"Puttipong Nakthong, Ruttanaphon Pakphrieo","Nat Kitcharit, Arak Amornsupasiri, Itkron Pungkiatrussamee","Puek, a boy from the slums, had no choice but to endure his circumstances, feeling that he could never have the same worth as others. He remained silent, accepting the bullying of others just to survive in society.",movie_posters/1283120.jpg,2024 | Action/Drama/Crime | 2h 12m,640,100
9710,Allan Quatermain and the Lost City of Gold,Gary Nelson,"Janet Kusnick, Gene Quintano, Lee Reynolds, H. Rider Haggard","Richard Chamberlain, Sharon Stone, James Earl Jones","After his brother Robeson disappears without a trace while exploring Africa in search of a legendary 'white tribe', Allan Quatermain decides to follow in his footsteps to learn what became of him. Soon after arriving, he discovers the Lost City of Gold, controlled by the evil lord Agon, and mined by his legions of white slaves.",movie_posters/9710.jpg,1986 | Adventure/Action/Comedy/Mystery | 1h 39m,470,100
1172674,The Rat Catcher,Wes Anderson,"Wes Anderson, Roald Dahl","Richard Ayoade, Ralph Fiennes, Rupert Friend","In an English village, a reporter and a mechanic listen to a ratcatcher explain his clever plan to outwit his prey.",movie_posters/1172674.jpg,2023 | Comedy | 17m,658.2,100
1150478,Eagle,Karthik Ghattamaneni,"Karthik Ghattamaneni, Karthik Ghattamaneni, Manibabu Karanam, Manibabu Karanam","Ravi Teja, Anupama Parameswaran, Kavya Thapar","A journalist pieces together the story of Eagle, a former professional sniper who falls in love with Rachana, and on a mission to redeem himself by working towards eradicating illegal arms from this world.",movie_posters/1150478.jpg,2024 | Action/Thriller | 2h 36m,525,100
363579,The Age of Shadows,Kim Jee-woon,"Kim Dong-jin, Park Jong-dae, Lee Ji-min, Kim Jee-woon","Song Kang-ho, Gong Yoo, Han Ji-min","Set in the late 1920s, The Age of Shadows follows the cat-and-mouse game that unfolds between a group of resistance fighters trying to bring in explosives from Shanghai to destroy key Japanese facilities in Seoul, and Japanese agents trying to stop them.",movie_posters/363579.jpg,2016 | Action/Thriller | 2h 20m,720,100
15301,Twilight Zone: The Movie,George Miller,"George Clayton Johnson, Jerome Bixby, Melissa Mathison, George Clayton Johnson, Richard Matheson, Richard Matheson, John Landis","Dan Aykroyd, Albert Brooks, Scatman Crothers","An anthology film presenting remakes of three episodes from the ""Twilight Zone"" TV series—""Kick the Can"", ""It's a Good Life"" and ""Nightmare at 20,000 Feet""—and one original story, ""Time Out.""",movie_posters/15301.jpg,1983 | Horror/Fantasy/Science Fiction | 1h 42m,650,100
239571,The Best of Me,Michael Hoffman,"Will Fetters, Nicholas Sparks, J. Mills Goodloe","Michelle Monaghan, James Marsden, Luke Bracey",A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,movie_posters/239571.jpg,2014 | Drama/Romance | 1h 57m,750,100
39448,"Yes, Madam!",Corey Yuen Kwai,Barry Wong,"Michelle Yeoh, John Shum Kin-Fun, Cynthia Rothrock","Two unlucky thieves break into a just murdered man's hotel room and steal his passport with a hidden microfilm wanted by a triad boss. Two ass-kicking women cops—one Chinese, one British—are on the case.",movie_posters/39448.jpg,1985 | Action/Comedy/Crime | 1h 32m,710,100
7012,The Day After,Nicholas Meyer,Edward Hume,"Jason Robards, JoBeth Williams, Steve Guttenberg","In the mid-1980s, the U.S. is poised on the brink of nuclear war. This shadow looms over the residents of a small town in Kansas as they continue their daily lives. Dr. Russell Oakes maintains his busy schedule at the hospital, Denise Dahlberg prepares for her upcoming wedding, and Stephen Klein is deep in his graduate studies. When the unthinkable happens and the bombs come down, the town's residents are thrust into the horrors of nuclear winter.",movie_posters/7012.jpg,1983 | Science Fiction/Drama/TV Movie | 2h 7m,670,100
4688,Across the Universe,Julie Taymor,"Dick Clement, Ian La Frenais","Evan Rachel Wood, Jim Sturgess, Joe Anderson","When young dockworker Jude leaves Liverpool to find his estranged father in the United States, he is swept up by the waves of change that are re-shaping the nation. Jude falls in love with Lucy, who joins the growing anti-war movement. As the body count in Vietnam rises, political tensions at home spiral out of control and the star-crossed lovers find themselves in a psychedelic world gone mad.",movie_posters/4688.jpg,2007 | Drama/Romance/Fantasy | 2h 13m,714,100
1390610,The Many Faces of Jim Carey,Nick Randall,,"Johnny Carson, Rodney Dangerfield, Michel Gondry","From his humble beginnings in Canada to becoming one of Hollywood's most beloved and successful stars, The Many Faces of Jim Carrey is an intimate and revealing documentary that delves into the extraordinary life of Jim Carrey. Through a blend of personal interviews, archival footage, and behind-the-scenes glimpses, the documentary explores Carrey's early struggles, his breakthrough in the entertainment industry with iconic roles in films like ""Ace Ventura"" and ""The Mask,"" and the challenges he faced as he transitioned from comedic roles to more dramatic performances in movies like ""Eternal Sunshine of the Spotless Mind"" and ""The Truman Show.""",movie_posters/1390610.jpg,2023 | Documentary | 0m,720,100
968732,Ammu,Charukesh Sekar,"Charukesh Sekar, Padmavathi Malladi, Karthik Subbaraj","Aishwarya Lekshmi, Naveen Chandra, Bobby Simha","Ammu's thought marriage was a fairy tale – full of love and magic, ends when her cop-husband Ravi hit her for the very first time. What Ammu thought was a one-off incident soon turned into a never-ending cycle of abuse, trapping her and breaking her soul and spirit. Pushed to her limits, Ammu teams up with an unlikely ally to break free.",movie_posters/968732.jpg,2022 | Drama | 2h 16m,810,100
335462,Wolf Warrior,Wu Jing,"Wu Jing, Liu Yi, Dong Qun, Gao Yan","Wu Jing, Scott Adkins, Yu Nan",A Chinese special force soldier with extraordinary marksmanship is confronted by a group of deadly foreign mercenaries who are hired to assassinate him by a vicious drug lord.,movie_posters/335462.jpg,2015 | Action/War/Thriller | 1h 30m,620,100
7183,Perfect Stranger,James Foley,"Todd Komarnicki, Jon Bokenkamp","Halle Berry, Bruce Willis, Giovanni Ribisi","A journalist goes undercover to ferret out businessman Harrison Hill as her best friend's killer. Posing as one of his temps, she enters into a game of online cat-and-mouse.",movie_posters/7183.jpg,2007 | Thriller/Crime/Mystery | 1h 49m,578.5,100
1586,Secret Window,David Koepp,"Stephen King, David Koepp","Johnny Depp, John Turturro, Maria Bello","Mort Rainey, a writer just emerging from a painful divorce with his ex-wife, is stalked at his remote lake house by a psychotic stranger and would-be scribe who claims Rainey swiped his best story idea. But as Rainey endeavors to prove his innocence, he begins to question his own sanity.",movie_posters/1586.jpg,2004 | Mystery/Thriller | 1h 36m,656.4,100
1146577,CTRL,Vikramaditya Motwane,"Sumukhi Suresh, Avinash Sampath, Vikramaditya Motwane, Avinash Sampath, Anvita Dutt","Ananya Panday, Vihaan Samat, Devika Vatsa","Nella and Joe are the perfect influencer couple. But when he cheats on her, she turns to an AI app to erase him from her life — until it takes control.",movie_posters/1146577.jpg,2024 | Thriller/Drama | 1h 39m,581.1,100
347200,Code Geass: Akito the Exiled 3: The Brightness Falls,Kazuki Akane,"Kazuki Akane, Miya Asakawa, Goro Taniguchi, Hiroshi Onogi, Ichiro Okouchi","Miyu Irino, Maaya Sakamoto, Satoshi Hino","After discovering the face of their true enemy, someone who is related to Akito and responsible for the Geass placed upon him, W-0 attempts to return to their base at Castle Weisswolf. However, stranded in Warsaw due to a complication involving their military identification, they are forced to accept the help of local gypsies, allowing the squad to take some time to deepen their bonds. Meanwhile, Britannian advisor Julius Kingsley and his guard Suzaku Kururugi begin working together with the Knights of St. Michael in order to crush the European resistance once and for all, armed with the destructive power of a giant weapon known as the Ark Fleet.",movie_posters/347200.jpg,2015 | Action/Animation/Science Fiction | 1h 0m,630,100
230222,Tarzan,Reinhard Klooss,"Reinhard Klooss, Jessica Postigo, Yoni Brenner, Edgar Rice Burroughs","Kellan Lutz, Spencer Locke, Les Bubb","One of the most classic and revered stories of all time, Edgar Rice Burroughs' Tarzan returns to the big screen for a new generation. Tarzan and Jane face a mercenary army dispatched by the evil CEO of Greystoke Energies, a man who took over the company from Tarzan's parents, after they died in a plane crash in the African jungle.",movie_posters/230222.jpg,2013 | Animation/Action/Adventure/Family | 1h 34m,570,100
11336,The Dead Zone,David Cronenberg,"Stephen King, Jeffrey Boam","Christopher Walken, Brooke Adams, Tom Skerritt","Johnny Smith is a schoolteacher with his whole life ahead of him but, after leaving his fiancee's home one night, is involved in a car crash which leaves him in a coma for 5 years. When he wakes, he discovers he has an ability to see into the past, present and future life of anyone with whom he comes into physical contact.",movie_posters/11336.jpg,1983 | Thriller/Horror/Science Fiction | 1h 43m,700,100
13127,SPL: Kill Zone,Wilson Yip,"Jack Ng Wai-Lun, Szeto Kam-Yuen, Wilson Yip","Donnie Yen, Sammo Hung, Simon Yam","Chan, an articulate senior detective nearing the end of his career, is taking care of the daughter of a witness killed by ruthless crime lord Po. Martial arts expert Ma is set to take over as head of the crime unit, replacing Chan who wants an early retirement.",movie_posters/13127.jpg,2005 | Action/Crime/Drama/Thriller | 1h 33m,694.2,100
294562,Lavalantula,Mike Mendez,"Ashley O'Neil, Neil Elman, Mike Mendez","Steve Guttenberg, Nia Peeples, Patrick Renna","Giant lava breathing tarantulas – Lavalantulas – erupt out of ancient volcanos in the Santa Monica Mountains, raining death and destruction upon Los Angeles. With the City of Angels on the verge of incineration, only a washed up ‘90s action hero actor stands in the way of this monstrous swarm of bloodthirsty creatures who burn their victims alive.",movie_posters/294562.jpg,2015 | Horror/Science Fiction/Thriller | 1h 23m,491.2,100
695,Short Cuts,Robert Altman,"Robert Altman, Raymond Carver, Frank Barhydt","Andie MacDowell, Bruce Davison, Jack Lemmon","Many loosely connected characters cross paths in this film, based on the stories of Raymond Carver. Waitress Doreen Piggot accidentally runs into a boy with her car. Soon after walking away, the child lapses into a coma. While at the hospital, the boy's grandfather tells his son, Howard, about his past affairs. Meanwhile, a baker starts harassing the family when they fail to pick up the boy's birthday cake.",movie_posters/695.jpg,1993 | Drama/Comedy | 3h 8m,721.8,100
476,Drugstore Cowboy,Gus Van Sant,"Daniel Yost, Gus Van Sant, James Fogle","Matt Dillon, Kelly Lynch, James Remar","Portland, Oregon, 1971. Bob Hughes is the charismatic leader of a peculiar quartet, formed by his wife, Dianne, and another couple, Rick and Nadine, who skillfully steal from drugstores and hospital medicine cabinets in order to appease their insatiable need for drugs. But neither fun nor luck last forever.",movie_posters/476.jpg,1989 | Drama/Crime | 1h 42m,712,100
1291594,Beezel,Aaron Fradkin,"Aaron Fradkin, Victoria Fratz Fradkin","Bob Gallagher, LeJon Woods, Nicolas Robin","Over six tumultuous decades, three unwitting guests of a cursed New England home stumble upon a sinister secret dwelling beneath its floors - an eternal witch with an insatiable thirst for the flesh of the living.",movie_posters/1291594.jpg,2024 | Horror/Thriller | 1h 22m,561.4,100
536869,Cats,Tom Hooper,"T. S. Eliot, Lee Hall, T. S. Eliot, Andrew Lloyd Webber, Tom Hooper, Taylor Swift, Trevor Nunn","Francesca Hayward, Judi Dench, Idris Elba",A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.,movie_posters/536869.jpg,2019 | Fantasy/Comedy/Drama | 1h 50m,404.6,100
42070,A Wind Named Amnesia,Kazuo Yamazaki,"Hideyuki Kikuchi, Kenji Kurata, Kazuo Yamazaki, Yoshiaki Kawajiri","Kazuki Yao, Keiko Toda, Kappei Yamaguchi","A wind has swept the Earth taking all the memories from everyone. No one knows who they are, how to speak, or how to use the tools of modern civilization. Two years later, a young man who has been re-educated travels across America on a mysterious journey.",movie_posters/42070.jpg,1990 | Animation/Drama/Science Fiction | 1h 20m,579.5,100
1074034,Ambush,Mark Burman,"Johnny Lozano, Michael McClung, Mark Burman","Jonathan Rhys Meyers, Connor Paolo, Aaron Eckhart","When a small outpost is ambushed, a US Army squad must take the battle below ground on a high-stakes mission in a new type of warfare the likes of which they have never seen.",movie_posters/1074034.jpg,2023 | War/Action/Thriller | 1h 44m,642.3,100
1000492,All Your Faces,Jeanne Herry,"Gaëlle Macé, Jeanne Herry","Birane Ba, Leïla Bekhti, Anne Benoît","Since 2014, France's restorative justice programmes have offered a safe space for supervised dialogue between offenders and victims. Grégoire, Nawelle, and Sabine, victims of heists and violent robberies, agree to join one of these discussion groups alongside offenders Nassim, Issa, and Thomas, all convicted of violent robberies. Meanwhile Chloé, a victim of childhood sexual abuse, prepares for dialogue with her own agressor after learning he has moved back into town.",movie_posters/1000492.jpg,2023 | Drama | 1h 55m,799.6,100
6,Judgment Night,Stephen Hopkins,"Lewis Colick, Lewis Colick, Jere Cunningham","Emilio Estevez, Cuba Gooding Jr., Denis Leary","Four young friends, while taking a shortcut en route to a local boxing match, witness a brutal murder which leaves them running for their lives.",movie_posters/6.jpg,1993 | Action/Crime/Thriller | 1h 49m,646.2,100
32740,Krrish,Rakesh Roshan,"Ibrahim Ashq, Vijay Akela, Sanjay Masoom, Akarsh Khurana, Sachin Bhowmick, Nasir Faraaz, Rakesh Roshan, Rakesh Roshan, Honey Irani, Robin Bhatt","Hrithik Roshan, Priyanka Chopra Jonas, Rekha","In Singapore, Krishna is forced by circumstances to use his superpowers and become a masked superhero named Krrish, before getting drawn towards his lost legacy.",movie_posters/32740.jpg,2006 | Action/Science Fiction | 2h 54m,630.3,100
30974,High Lane,Abel Ferry,"Johanne Bernard, Louis-Paul Desanges, Ludovic du Clary","Fanny Valette, Johan Libéreau, Maud Wyler","A group of friends on a climbing vacation ignore warnings that the mountains are closed and start their ascent anyway. Collapsing bridges, bear traps and other dangers threaten to splinter the group… when the real hell begins and an unseen villain begins picking them off one by one.",movie_posters/30974.jpg,2009 | Action/Thriller/Horror | 1h 30m,607.7,100
32387,Stick,Burt Reynolds,"Elmore Leonard, Elmore Leonard, Joseph Stinson","Burt Reynolds, Candice Bergen, George Segal","After getting out of jail, car thief Ernest ""Stick"" Stickley witnesses the murder of his friend Rainy during a drug deal. To avoid getting killed by the same people, who work for mobster Chucky, Stick gets a job as a chauffeur for millionaire Barry Braham and lies low. As he gets used to his new routine, Stick woos Barry's financial consultant, Kyle McClaren, but must fight back when Chucky's men come after him.",movie_posters/32387.jpg,1985 | Action/Drama/Crime | 1h 49m,530,100
20481,Nightbreed,Clive Barker,"Clive Barker, Clive Barker","Craig Sheffer, Anne Bobby, David Cronenberg","A troubled young man is drawn to a mythical place called Midian where a variety of friendly monsters are hiding from humanity. Meanwhile, a sadistic serial killer is looking for a patsy.",movie_posters/20481.jpg,1990 | Horror/Fantasy/Action | 2h 1m,640,100
22590,Sidekicks,Aaron Norris,"Lou Illar, Lou Illar, Galen Thompson","Jonathan Brandis, Chuck Norris, Beau Bridges","Asthmatic teenager Barry Gabrewski is a daydreamer. Troubled by bullying, he escapes into a fantasy world where he is the sidekick to his martial arts hero, Chuck Norris, in a series of high-octane adventures taken right out of his movies. With help from his teacher's wise old uncle, Mr. Lee, Barry learns the finer points of martial arts and enters a karate championship.",movie_posters/22590.jpg,1992 | Action/Adventure/Drama/Family | 1h 41m,530,100
12630,Pippi Longstocking,Clive A. Smith,"Astrid Lindgren, Catharina Stackelberg","Melissa Altro, Catherine O'Hara, Gordon Pinsent","Pippi Longstocking is an extraordinary little girl who lives alone in her house, while her father sails the seven seas. Pippi's irrepressibly fun nature makes her easy to befriend, as neighbors Tommy and Annika find, but can also earn ire, especially from social worker Mrs. Prysselius.",movie_posters/12630.jpg,1997 | Adventure/Animation/Comedy/Family | 1h 16m,563.2,100
7913,Rang De Basanti,Rakeysh Omprakash Mehra,"Rakeysh Omprakash Mehra, Renzil D'Silva, Kamlesh Pandey","Aamir Khan, Siddharth, Kunal Kapoor","After a group of friends graduate from Delhi University, they listlessly haunt their old campus, until a British filmmaker casts them in a film she's making about freedom fighters under British rule. Although the group is largely apolitical, the tragic death of a friend owing to local government corruption awakens their patriotism. Inspired by the freedom fighters they represent in the film, the friends collectively decide to avenge the killing.",movie_posters/7913.jpg,2006 | Comedy/Drama/History/Romance | 2h 37m,708.4,100
23155,The Garden of Sinners: Paradox Spiral,Takayuki Hirao,"Kinoko Nasu, Masaki Hiramatsu","Maaya Sakamoto, Kenichi Suzumura, Jouji Nakata","In the middle of October 1998, Tomoe Enjou is attacked by bullies from his old school and saved by Shiki Ryougi. He asks her to hide him at her place and admits that he killed someone. Several days after the incident there are still no broadcasts about the murder as if it didn't happen.",movie_posters/23155.jpg,2008 | Action/Animation/Drama/Mystery/Thriller/Fantasy | 1h 54m,770,100
12703,The Brown Bunny,Vincent Gallo,Vincent Gallo,"Vincent Gallo, Chloë Sevigny, Cheryl Tiegs","Bud Clay races motorcycles in the 250cc Formula II class of road racing. After a race in New Hampshire, he has five days to get to his next race in California. During his road trip, he is haunted by memories of the last time he saw Daisy, his true love.",movie_posters/12703.jpg,2003 | Drama | 1h 33m,537.7,100
413518,Pinocchio,Matteo Garrone,"Matteo Garrone, Carlo Collodi, Massimo Ceccherini","Federico Ielapi, Roberto Benigni, Marine Vacth","In this live-action adaptation of the beloved fairytale, old woodcarver Geppetto fashions a wooden puppet, Pinocchio, who magically comes to life. Pinocchio longs for adventure and is easily led astray, encountering magical beasts, fantastical spectacles, while making friends and foes along his journey. However, his dream is to become a real boy, which can only come true if he finally changes his ways.",movie_posters/413518.jpg,2019 | Drama/Family/Fantasy | 2h 4m,660,100
